[02:34:18] [main/INFO]: ModLauncher running: args [--username, RedRanger5577, --version, Sky High, --gameDir, C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High, --assetsDir, C:\Users\one\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, ed8ee4031c614ae1b390b38e808c3315, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.8, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[02:34:18] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[02:34:51] [modloading-worker-0/WARN]: Unable to locate sound 'minecraft:entity.pig.ambient'
[02:34:51] [modloading-worker-0/WARN]: Unable to locate sound 'minecraft:entity.llama.ambient'
[02:34:51] [modloading-worker-0/WARN]: Unable to locate sound 'minecraft:entity.wither.spawn'
[02:34:51] [modloading-worker-0/WARN]: Unable to locate sound 'minecraft:entity.wither.death'
[02:34:51] [modloading-worker-0/WARN]: Unable to locate sound 'minecraft:entity.ender_dragon.death'
[02:34:51] [modloading-worker-0/WARN]: Configuration file C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\config\silentgear-common.toml is not correct. Correcting
[02:34:51] [modloading-worker-0/WARN]: Incorrect key gear.dummyToolTier was corrected from WOOD to its default, WOOD. 
[02:34:51] [modloading-worker-0/WARN]: Incorrect key gear.dummyArmorMaterial was corrected from LEATHER to its default, LEATHER. 
[02:34:51] [Thread-0/WARN]: Configuration file C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\config\silentgear-common.toml is not correct. Correcting
[02:34:51] [modloading-worker-0/WARN]: Configuration file C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\config\rottencreatures-common.toml is not correct. Correcting
[02:34:51] [modloading-worker-0/WARN]: Incorrect key Mob Spawns.Immortal Chance was corrected from 0.025 to its default, 0.025. 
[02:34:51] [Worker-Main-8/WARN]: File majruszsdifficulty:sounds/entity/cerberus_growl.ogg does not exist, cannot add it to event majruszsdifficulty:entity.cerberus_growl
[02:34:51] [Worker-Main-8/WARN]: File majruszsdifficulty:sounds/entity/cerberus_bite.ogg does not exist, cannot add it to event majruszsdifficulty:entity.cerberus_bite
[02:34:51] [Worker-Main-8/WARN]: Invalid sounds.json in resourcepack: 'Mod Resources'
com.google.gson.JsonSyntaxException: duplicate key: block.sculk_jaw.break
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:190) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:145) ~[gson-2.8.9.jar%23121!/:?]
	at net.minecraft.util.GsonHelper.m_13771_(GsonHelper.java:521) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.util.GsonHelper.m_13767_(GsonHelper.java:539) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.sounds.SoundManager.m_5944_(SoundManager.java:68) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.sounds.SoundManager.m_5944_(SoundManager.java:38) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.server.packs.resources.SimplePreparableReloadListener.m_10786_(SimplePreparableReloadListener.java:11) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) [?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) [?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) [?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) [?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) [?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) [?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) [?:?]
[02:34:51] [modloading-worker-0/INFO]: Dispatching Module Step CONFIG_CHANGED
[02:34:51] [modloading-worker-0/INFO]: Dispatching Module Step CONFIG_CHANGED_CLIENT
[02:34:51] [Worker-Main-4/INFO]: Registered a new model with loader "hammerlib:block/test"
[02:34:52] [Worker-Main-9/INFO]: Dispatching Module Step TEXTURE_STITCH
[02:34:52] [Worker-Main-7/INFO]: Dispatching Module Step TEXTURE_STITCH
[02:34:52] [Worker-Main-3/INFO]: Dispatching Module Step TEXTURE_STITCH
[02:34:52] [Worker-Main-5/INFO]: Setup HammerLib networking!
[02:34:52] [Worker-Main-10/ERROR]: Using missing texture, file enlightened_end:textures/particle/end_dust.png not found
[02:34:52] [Worker-Main-10/ERROR]: Using missing texture, file enlightened_end:textures/particle/cerulean_pollen.png not found
[02:34:52] [Render thread/INFO]: Reloading 0 variable shader programs.
[02:34:52] [Worker-Main-10/ERROR]: Using missing texture, file enlightened_end:textures/particle/seldge_updraft.png not found
[02:34:52] [Worker-Main-2/INFO]: Dispatching Module Step TEXTURE_STITCH
[02:34:52] [Worker-Main-10/INFO]: HELLO FROM COMMON SETUP
[02:34:52] [Worker-Main-10/INFO]: DIRT BLOCK >> minecraft:dirt
[02:34:52] [Worker-Main-10/INFO]: Customizable Player Models Initialized
[02:34:52] [Forge Version Check/INFO]: [majruszsdifficulty] Starting version check at https://raw.githubusercontent.com/Majrusz/MinecraftCommon/main/ProgressiveDifficulty/update.json
[02:34:52] [Worker-Main-1/INFO]: Compatibility version 17
[02:34:52] [Immersive Engineering Contributors Thread/INFO]: Attempting to download special revolvers from GitHub
[02:34:52] [Worker-Main-9/INFO]: Reloading config
[02:34:52] [Worker-Main-9/INFO]: Reloading reverb parameters
[02:34:52] [Worker-Main-1/INFO]: Loading plugins
[02:34:52] [Worker-Main-2/INFO]: Dispatching Module Step CONFIG_CHANGED
[02:34:52] [Worker-Main-2/INFO]: Dispatching Module Step CONFIG_CHANGED_CLIENT
[02:34:52] [Worker-Main-2/INFO]: Dispatching Module Step SETUP
[02:34:52] [Worker-Main-1/INFO]: Loaded 2 plugin(s)
[02:34:52] [Worker-Main-1/INFO]: Initializing plugins
[02:34:53] [Worker-Main-1/INFO]: Initializing Simple Voice Chat integration
[02:34:53] [Worker-Main-10/INFO]: Initializing network...
[02:34:53] [Worker-Main-1/INFO]: CPM voice chat plugin initialized!
[02:34:53] [Worker-Main-5/INFO]: Initialized enhancedcelestials network!
[02:34:53] [Worker-Main-1/INFO]: Initialized 2 plugin(s)
[02:34:53] [Worker-Main-1/INFO]: Registering events for sound_physics_remastered
[02:34:53] [Worker-Main-10/INFO]: Initialized network!
[02:34:53] [Worker-Main-1/INFO]: Registering events for cpmsvcc
[02:34:53] [Forge Version Check/INFO]: [majruszsdifficulty] Found status: AHEAD Current: 1.7.3 Target: null
[02:34:53] [Forge Version Check/INFO]: [hammerlib] Starting version check at http://h.zeith.org/api/fmluc/247401
[02:34:53] [Worker-Main-6/INFO]: Found preferred client: ANY
[02:34:53] [Worker-Main-6/INFO]: Discord client found and connected.
[02:34:53] [Forge Version Check/INFO]: [hammerlib] Found status: UP_TO_DATE Current: 19.3.56 Target: null
[02:34:53] [Forge Version Check/INFO]: [mcwwindows] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/window.json
[02:34:53] [Forge Version Check/INFO]: [mcwwindows] Found status: UP_TO_DATE Current: 2.1.1 Target: null
[02:34:53] [Forge Version Check/INFO]: [musicplayer] Starting version check at https://api.u-team.info/update/musicplayer.json
[02:34:53] [Render thread/INFO]: Initialized color sets in 80ms
[02:34:53] [Render thread/INFO]: Registered region minecraft:overworld to index 0 for type OVERWORLD
[02:34:53] [Render thread/INFO]: Registered region minecraft:nether to index 0 for type NETHER
[02:34:53] [Render thread/INFO]: Registered region ars_nouveau:overworld to index 1 for type OVERWORLD
[02:34:53] [Render thread/INFO]: Registered region byg:region_0 to index 2 for type OVERWORLD
[02:34:53] [Render thread/INFO]: Registered region byg:region_1 to index 3 for type OVERWORLD
[02:34:53] [Render thread/INFO]: Registered region byg:region_2 to index 4 for type OVERWORLD
[02:34:53] [Render thread/INFO]: Registered region byg:region_3 to index 5 for type OVERWORLD
[02:34:53] [Worker-Main-8/INFO]: Registering TESR for tile hammerlib:test_machine
[02:34:53] [Placebo Patreon Trail Loader/INFO]: Loading patreon trails data...
[02:34:53] [Placebo Patreon Wing Loader/INFO]: Loading patreon wing data...
[02:34:53] [Forge Version Check/INFO]: [musicplayer] Found status: UP_TO_DATE Current: 2.5.1.202 Target: null
[02:34:53] [Forge Version Check/INFO]: [hourglass] Starting version check at https://raw.githubusercontent.com/DuckyCrayfish/hourglass/main/res/versions.json
[02:34:53] [Worker-Main-6/INFO]: Registered deeperdarker
[02:34:53] [Worker-Main-1/INFO]: Successfully registered 'minecraft:netherite_chestplate' and 3 more items!
[02:34:53] [Worker-Main-1/INFO]: Successfully registered 'minecraft:diamond_helmet' and 3 more items!
[02:34:53] [Worker-Main-1/INFO]: Successfully registered 'minecraft:turtle_helmet'!
[02:34:53] [Worker-Main-1/INFO]: Successfully registered 'minecraft:iron_helmet' and 3 more items!
[02:34:53] [Worker-Main-1/INFO]: Successfully registered 'minecraft:chainmail_helmet' and 3 more items!
[02:34:53] [Worker-Main-1/INFO]: Successfully registered 'minecraft:golden_helmet' and 3 more items!
[02:34:53] [Worker-Main-1/INFO]: Successfully registered 'minecraft:leather_helmet' and 3 more items!
[02:34:53] [Worker-Main-1/INFO]: Successfully registered 'minecraft:elytra'!
[02:34:54] [Placebo Patreon Trail Loader/INFO]: Loaded 23 patreon trails.
[02:34:54] [Worker-Main-5/INFO]: Using Cloth Config GUI
[02:34:54] [Worker-Main-6/INFO]: Successfully registered 'oreganized:electrum_chestplate' and 3 more items!
[02:34:54] [Worker-Main-8/INFO]: Using Cloth Config GUI
[02:34:54] [Worker-Main-8/INFO]: Loading Opus
[02:34:54] [Forge Version Check/INFO]: [hourglass] Found status: BETA Current: 1.19.1-1.2.1.1 Target: null
[02:34:54] [Forge Version Check/INFO]: [bookshelf] Starting version check at https://updates.blamejared.com/get?n=bookshelf&gv=1.19.2
[02:34:54] [Placebo Patreon Wing Loader/INFO]: Loaded 18 patreon wings.
[02:34:54] [Worker-Main-3/INFO]: Dispatching Module Step SETUP_CLIENT
[02:34:54] [Forge Version Check/INFO]: [bookshelf] Found status: BETA Current: 16.2.18 Target: 16.2.18
[02:34:54] [Forge Version Check/INFO]: [uteamcore] Starting version check at https://api.u-team.info/update/uteamcore.json
[02:34:54] [Forge Version Check/INFO]: [uteamcore] Found status: UP_TO_DATE Current: 4.4.3.236 Target: null
[02:34:54] [Forge Version Check/INFO]: [mcwdoors] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/doors.json
[02:34:54] [Forge Version Check/INFO]: [mcwdoors] Found status: AHEAD Current: 1.0.9 Target: null
[02:34:54] [Forge Version Check/INFO]: [shieldexp] Starting version check at https://infernalstudios.org/api/mods/shieldexpansion/forge
[02:34:55] [Forge Version Check/INFO]: [shieldexp] Found status: BETA Current: 1.1.6 Target: null
[02:34:55] [Forge Version Check/INFO]: [mcwtrpdoors] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/trapdoors.json
[02:34:55] [Forge Version Check/INFO]: [mcwtrpdoors] Found status: UP_TO_DATE Current: 1.0.9 Target: null
[02:34:55] [Forge Version Check/INFO]: [improvableskills] Starting version check at http://h.zeith.org/api/fmluc/252902
[02:34:55] [Forge Version Check/INFO]: [improvableskills] Found status: UP_TO_DATE Current: 19.2.8 Target: null
[02:34:55] [Forge Version Check/INFO]: [mcwfurnitures] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/furniture.json
[02:34:55] [Forge Version Check/INFO]: [mcwfurnitures] Found status: UP_TO_DATE Current: 3.1.0 Target: null
[02:34:55] [Forge Version Check/INFO]: [codechickenlib] Starting version check at https://version-check.covers1624.net/check/?mod=CodeChickenLib&mc=1.19.2
[02:34:55] [Worker-Main-2/INFO]: Successfully created music player instance
[02:34:56] [Forge Version Check/INFO]: [codechickenlib] Found status: UP_TO_DATE Current: 4.3.1.481 Target: null
[02:34:56] [Forge Version Check/INFO]: [mcwlights] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/lights.json
[02:34:56] [Forge Version Check/INFO]: [mcwlights] Found status: UP_TO_DATE Current: 1.0.5 Target: null
[02:34:56] [Forge Version Check/INFO]: [majruszsaccessories] Starting version check at https://raw.githubusercontent.com/Majrusz/MinecraftCommon/main/Accessories/update.json
[02:34:56] [Forge Version Check/INFO]: [majruszsaccessories] Found status: UP_TO_DATE Current: 1.1.4 Target: null
[02:34:56] [Forge Version Check/INFO]: [forgeautofish] Starting version check at https://raw.githubusercontent.com/North-West-Wind/forge-autofish/master/update.json
[02:34:57] [Forge Version Check/INFO]: [forgeautofish] Found status: OUTDATED Current: 5.0.2 Target: 5.1.0
[02:34:57] [Forge Version Check/INFO]: [attributefix] Starting version check at https://updates.blamejared.com/get?n=attributefix&gv=1.19.2
[02:34:57] [Forge Version Check/INFO]: [attributefix] Found status: BETA Current: 17.2.6 Target: 17.2.6
[02:34:57] [Forge Version Check/INFO]: [goblintraders] Starting version check at https://mrcrayfish.com/modupdatejson?id=goblintraders
[02:34:57] [Forge Version Check/INFO]: [goblintraders] Found status: BETA Current: 1.8.0 Target: 1.8.0
[02:34:57] [Forge Version Check/INFO]: [mcwpaintings] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/paintings.json
[02:34:57] [Forge Version Check/INFO]: [mcwpaintings] Found status: UP_TO_DATE Current: 1.0.4 Target: null
[02:34:57] [Forge Version Check/INFO]: [libx] Starting version check at https://assets.melanx.de/updates/libx.json
[02:34:57] [Forge Version Check/INFO]: [libx] Found status: UP_TO_DATE Current: 1.19.2-4.2.8 Target: null
[02:34:57] [Forge Version Check/INFO]: [cpm] Starting version check at https://raw.githubusercontent.com/tom5454/CustomPlayerModels/master/version-check.json
[02:34:58] [Forge Version Check/INFO]: [cpm] Found status: BETA Current: 0.6.7a Target: 0.6.7a
[02:34:58] [Forge Version Check/INFO]: [catalogue] Starting version check at https://mrcrayfish.com/modupdatejson?id=catalogue
[02:34:58] [Forge Version Check/INFO]: [catalogue] Found status: BETA Current: 1.7.0 Target: 1.7.0
[02:34:58] [Forge Version Check/INFO]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[02:34:58] [Forge Version Check/INFO]: [forge] Found status: AHEAD Current: 43.2.8 Target: null
[02:34:58] [Forge Version Check/INFO]: [silentgear] Starting version check at https://raw.githubusercontent.com/SilentChaos512/Silent-Gear/1.19.x/update.json
[02:34:58] [Forge Version Check/INFO]: [silentgear] Found status: UP_TO_DATE Current: 3.2.5 Target: null
[02:34:58] [Forge Version Check/INFO]: [dsurround] Starting version check at https://raw.githubusercontent.com/Nyfaria/DynamicSurroundingsResurrected/versions/versions.json
[02:34:58] [Forge Version Check/WARN]: Failed to process update information
com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: Unterminated object at line 5 column 6 path $..5.0.0.4
	at com.google.gson.Gson.fromJson(Gson.java:978) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:928) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:877) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:848) ~[gson-2.8.9.jar%23121!/:?]
	at net.minecraftforge.fml.VersionChecker$1.process(VersionChecker.java:183) ~[fmlcore-1.19.2-43.2.8.jar%23488!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) [?:?]
	at net.minecraftforge.fml.VersionChecker$1.run(VersionChecker.java:114) [fmlcore-1.19.2-43.2.8.jar%23488!/:?]
Caused by: com.google.gson.stream.MalformedJsonException: Unterminated object at line 5 column 6 path $..5.0.0.4
	at com.google.gson.stream.JsonReader.syntaxError(JsonReader.java:1562) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.stream.JsonReader.doPeek(JsonReader.java:490) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.stream.JsonReader.hasNext(JsonReader.java:413) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.internal.bind.ObjectTypeAdapter.read(ObjectTypeAdapter.java:88) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:41) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:187) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:145) ~[gson-2.8.9.jar%23121!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:963) ~[gson-2.8.9.jar%23121!/:?]
	... 6 more
[02:34:58] [Forge Version Check/INFO]: [cofh_core] Starting version check at https://raw.github.com/cofh/version/main/cofh_core/update.json
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=1,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=0,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=3,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=10,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=11,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=9,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=2,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=7,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=4,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=8,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=14,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=12,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=13,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=13,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=3,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=14,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=11,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=2,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=5,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=15,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=9,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=15,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=6,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=12,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=8,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=0,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=7,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=4,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=5,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=6,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=10,roof=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=1,roof=true'
[02:34:59] [Forge Version Check/INFO]: [cofh_core] Found status: AHEAD Current: 10.2.1 Target: null
[02:34:59] [Forge Version Check/INFO]: [voicechat] Starting version check at https://maxhenkel.de/update/voicechat.json
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=0,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=1,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=3,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=2,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=6,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=12,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=4,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=5,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=11,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=5,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=6,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=10,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=4,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=8,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=7,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=10,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=11,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=9,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=9,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=3,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=1,moving=false'
